specification,analysis_group,sample_type,lag_criterion,caused,causing,caused_variables,causing_variables,direction,test_scope,test,statistic,p_value,df,significant_10pct,significant_5pct,significant_1pct,lag_order,nobs,error,fdr_family,fdr_family_size,fdr_q_value,fdr_reject_10pct
broader_risk_bic_tradingVol_btc+eth_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.881914250985247,0.17013986015423785,"(1, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_tradingVol_btc+eth_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.01633622588688227,0.8982986979197225,"(1, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_tradingVol_btc+eth_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,9.28991821746286,0.0023087034333606725,"(1, 13311)",True,True,True,1,1489,,,,,False
broader_risk_bic_tradingVol_btc+eth_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,8.265968456864316,0.00025844190257654924,"(2, 13311)",True,True,True,1,1489,,,,,False
nfci_bic_stablecoin_supply_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,hy_spread_daily_chg,stablecoin_supply_daily_log_chg,hy_spread_daily_chg,stablecoin_supply_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,4.161320642897992,0.00034952869381253747,"(6, 11488)",True,True,True,6,1485,,,,,False
nfci_bic_stablecoin_supply_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,ig_spread_daily_chg,stablecoin_supply_daily_log_chg,ig_spread_daily_chg,stablecoin_supply_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,8.014914715558046,1.1829950313524854e-08,"(6, 11488)",True,True,True,6,1485,,,,,False
nfci_bic_stablecoin_supply_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,stablecoin_supply_daily_log_chg,hy_spread_daily_chg,stablecoin_supply_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,3.166099144932717,0.004190383885045546,"(6, 11488)",True,True,True,6,1485,,,,,False
nfci_bic_stablecoin_supply_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,stablecoin_supply_daily_log_chg,ig_spread_daily_chg,stablecoin_supply_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,4.571229504008467,0.00012186459942909624,"(6, 11488)",True,True,True,6,1485,,,,,False
nfci_bic_stablecoin_supply_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,stablecoin_supply_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,stablecoin_supply_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,3.1730113653368037,0.00015185248200763897,"(12, 11488)",True,True,True,6,1485,,,,,False
nfci_bic_stablecoin_exchange_netflow_scaled,nfci_robustness,nfci_common_business_day,bic,hy_spread_daily_chg,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg,stablecoin_exchange_netflow_scaled,crypto_to_risk,individual,granger_causality_f_test,0.8593541136102701,0.5239834639613551,"(6, 11488)",False,False,False,6,1485,,,,,False
nfci_bic_stablecoin_exchange_netflow_scaled,nfci_robustness,nfci_common_business_day,bic,ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,crypto_to_risk,individual,granger_causality_f_test,1.2812073916163753,0.26202110362295405,"(6, 11488)",False,False,False,6,1485,,,,,False
nfci_bic_stablecoin_exchange_netflow_scaled,nfci_robustness,nfci_common_business_day,bic,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,1.5747895385533524,0.14998044256445361,"(6, 11488)",False,False,False,6,1485,,,,,False
nfci_bic_stablecoin_exchange_netflow_scaled,nfci_robustness,nfci_common_business_day,bic,stablecoin_exchange_netflow_scaled,ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,2.432677556092831,0.023702829219609523,"(6, 11488)",True,True,False,6,1485,,,,,False
nfci_bic_stablecoin_exchange_netflow_scaled,nfci_robustness,nfci_common_business_day,bic,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg + ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,2.2973528426205925,0.0064401047194494465,"(12, 11488)",True,True,True,6,1485,,,,,False
nfci_bic_stablecoin_exchange_reserve_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,hy_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.265879065409376,0.26937458503680733,"(6, 11488)",False,False,False,6,1485,,,,,False
nfci_bic_stablecoin_exchange_reserve_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.5535344508767601,0.15641400785940018,"(6, 11488)",False,False,False,6,1485,,,,,False
nfci_bic_stablecoin_exchange_reserve_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,1.5443729076403094,0.1592602077423651,"(6, 11488)",False,False,False,6,1485,,,,,False
nfci_bic_stablecoin_exchange_reserve_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,stablecoin_exchange_reserve_daily_log_chg,ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,1.9951263685970257,0.0627178914164293,"(6, 11488)",True,False,False,6,1485,,,,,False
nfci_bic_stablecoin_exchange_reserve_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,2.273705281391885,0.00707843468119237,"(12, 11488)",True,True,True,6,1485,,,,,False
nfci_bic_btc_eth_open_interest_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,hy_spread_daily_chg,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg,btc_eth_open_interest_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.8765043633634466,0.08079448408602977,"(6, 11488)",True,False,False,6,1485,,,,,False
nfci_bic_btc_eth_open_interest_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,2.055131041909122,0.055072618407487534,"(6, 11488)",True,False,False,6,1485,,,,,False
nfci_bic_btc_eth_open_interest_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,2.480148183080886,0.021260915551891624,"(6, 11488)",True,True,False,6,1485,,,,,False
nfci_bic_btc_eth_open_interest_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,btc_eth_open_interest_daily_log_chg,ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,5.042510237309506,3.568921400526453e-05,"(6, 11488)",True,True,True,6,1485,,,,,False
nfci_bic_btc_eth_open_interest_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,3.5803807030085593,2.3449057288646695e-05,"(12, 11488)",True,True,True,6,1485,,,,,False
nfci_bic_btc_eth_funding_rate_avg,nfci_robustness,nfci_common_business_day,bic,hy_spread_daily_chg,btc_eth_funding_rate_avg,hy_spread_daily_chg,btc_eth_funding_rate_avg,crypto_to_risk,individual,granger_causality_f_test,0.8986242896241169,0.494676066039734,"(6, 11488)",False,False,False,6,1485,,,,,False
nfci_bic_btc_eth_funding_rate_avg,nfci_robustness,nfci_common_business_day,bic,ig_spread_daily_chg,btc_eth_funding_rate_avg,ig_spread_daily_chg,btc_eth_funding_rate_avg,crypto_to_risk,individual,granger_causality_f_test,2.4136641640593504,0.024753958023076134,"(6, 11488)",True,True,False,6,1485,,,,,False
nfci_bic_btc_eth_funding_rate_avg,nfci_robustness,nfci_common_business_day,bic,btc_eth_funding_rate_avg,hy_spread_daily_chg,btc_eth_funding_rate_avg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,4.194169361346437,0.00032140583671140034,"(6, 11488)",True,True,True,6,1485,,,,,False
nfci_bic_btc_eth_funding_rate_avg,nfci_robustness,nfci_common_business_day,bic,btc_eth_funding_rate_avg,ig_spread_daily_chg,btc_eth_funding_rate_avg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,7.092760682908633,1.474514543916838e-07,"(6, 11488)",True,True,True,6,1485,,,,,False
nfci_bic_btc_eth_funding_rate_avg,nfci_robustness,nfci_common_business_day,bic,btc_eth_funding_rate_avg,hy_spread_daily_chg + ig_spread_daily_chg,btc_eth_funding_rate_avg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,5.738219494624811,5.644172938824665e-10,"(12, 11488)",True,True,True,6,1485,,,,,False
nfci_bic_tradingVol_btc+eth_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.0290049406464812,0.404043907420032,"(6, 11488)",False,False,False,6,1485,,,,,False
nfci_bic_tradingVol_btc+eth_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.8744556443094214,0.08114495874408319,"(6, 11488)",True,False,False,6,1485,,,,,False
nfci_bic_tradingVol_btc+eth_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.44513981055828383,0.8488613952804676,"(6, 11488)",False,False,False,6,1485,,,,,False
nfci_bic_tradingVol_btc+eth_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.726100244567586,0.628546906145734,"(6, 11488)",False,False,False,6,1485,,,,,False
nfci_bic_tradingVol_btc+eth_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,0.9064675687365836,0.5394713997700137,"(12, 11488)",False,False,False,6,1485,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,hy_spread_daily_chg,stablecoin_supply_daily_log_chg,hy_spread_daily_chg,stablecoin_supply_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.5526365797319375,0.21276854696134048,"(1, 13320)",False,False,False,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,ig_spread_daily_chg,stablecoin_supply_daily_log_chg,ig_spread_daily_chg,stablecoin_supply_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,2.6938797483696146,0.10075787645702207,"(1, 13320)",False,False,False,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,hy_spread_daily_chg,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg,stablecoin_exchange_netflow_scaled,crypto_to_risk,individual,granger_causality_f_test,0.16390432641192737,0.6855935445496234,"(1, 13320)",False,False,False,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,crypto_to_risk,individual,granger_causality_f_test,0.5483891519560612,0.4589896867993276,"(1, 13320)",False,False,False,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,hy_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,0.09592741517317294,0.7567775872354273,"(1, 13320)",False,False,False,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,0.518070807305115,0.47167841150549616,"(1, 13320)",False,False,False,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,hy_spread_daily_chg,stablecoin_supply_daily_log_chg + stablecoin_exchange_netflow_scaled + stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg,"stablecoin_supply_daily_log_chg, stablecoin_exchange_netflow_scaled, stablecoin_exchange_reserve_daily_log_chg",crypto_to_risk,joint_crypto_group,granger_causality_f_test,0.6136078280325963,0.6061043625497815,"(3, 13320)",False,False,False,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,ig_spread_daily_chg,stablecoin_supply_daily_log_chg + stablecoin_exchange_netflow_scaled + stablecoin_exchange_reserve_daily_log_chg,ig_spread_daily_chg,"stablecoin_supply_daily_log_chg, stablecoin_exchange_netflow_scaled, stablecoin_exchange_reserve_daily_log_chg",crypto_to_risk,joint_crypto_group,granger_causality_f_test,1.0987302888119161,0.3482127480826152,"(3, 13320)",False,False,False,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,stablecoin_supply_daily_log_chg,hy_spread_daily_chg,stablecoin_supply_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,9.855626322278903,0.0016968299016540858,"(1, 13320)",True,True,True,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.49082575012599106,0.48357142441656686,"(1, 13320)",False,False,False,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.21397179949978756,0.6436795566789976,"(1, 13320)",False,False,False,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,stablecoin_supply_daily_log_chg,ig_spread_daily_chg,stablecoin_supply_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,3.4147474223297443,0.06463845569151136,"(1, 13320)",True,False,False,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,stablecoin_exchange_netflow_scaled,ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,2.6264412456614736,0.10512070830764027,"(1, 13320)",False,False,False,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,stablecoin_exchange_reserve_daily_log_chg,ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,2.1011565186337204,0.14721131407635754,"(1, 13320)",False,False,False,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,stablecoin_supply_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,stablecoin_supply_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,5.147986851125003,0.005822658971895763,"(2, 13320)",True,True,True,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg + ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,1.5686375248254847,0.20836731435226133,"(2, 13320)",False,False,False,1,1490,,,,,False
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,1.4380112438425532,0.23743627193228348,"(2, 13320)",False,False,False,1,1490,,,,,False
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,hy_spread_daily_chg,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg,btc_eth_open_interest_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,0.30570532105165554,0.5803380390599335,"(1, 11848)",False,False,False,1,1490,,,,,False
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.4138321939680436,0.2344450974015894,"(1, 11848)",False,False,False,1,1490,,,,,False
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,hy_spread_daily_chg,btc_eth_funding_rate_avg,hy_spread_daily_chg,btc_eth_funding_rate_avg,crypto_to_risk,individual,granger_causality_f_test,4.108997283217009,0.04267799145433556,"(1, 11848)",True,True,False,1,1490,,,,,False
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,ig_spread_daily_chg,btc_eth_funding_rate_avg,ig_spread_daily_chg,btc_eth_funding_rate_avg,crypto_to_risk,individual,granger_causality_f_test,4.735132321457754,0.02957226545417523,"(1, 11848)",True,True,False,1,1490,,,,,False
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,hy_spread_daily_chg,btc_eth_open_interest_daily_log_chg + btc_eth_funding_rate_avg,hy_spread_daily_chg,"btc_eth_open_interest_daily_log_chg, btc_eth_funding_rate_avg",crypto_to_risk,joint_crypto_group,granger_causality_f_test,2.364928683363315,0.09400035166034068,"(2, 11848)",True,False,False,1,1490,,,,,False
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg + btc_eth_funding_rate_avg,ig_spread_daily_chg,"btc_eth_open_interest_daily_log_chg, btc_eth_funding_rate_avg",crypto_to_risk,joint_crypto_group,granger_causality_f_test,2.8172168777833035,0.059812105081462445,"(2, 11848)",True,False,False,1,1490,,,,,False
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.5166666932610718,0.4722812249676043,"(1, 11848)",False,False,False,1,1490,,,,,False
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,btc_eth_funding_rate_avg,hy_spread_daily_chg,btc_eth_funding_rate_avg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.4190294617753946,0.5174342631777691,"(1, 11848)",False,False,False,1,1490,,,,,False
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,btc_eth_open_interest_daily_log_chg,ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,10.429073237867662,0.0012438509239370355,"(1, 11848)",True,True,True,1,1490,,,,,False
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,btc_eth_funding_rate_avg,ig_spread_daily_chg,btc_eth_funding_rate_avg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.6067262835443942,0.4360386482312758,"(1, 11848)",False,False,False,1,1490,,,,,False
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,8.0678902426269,0.0003151690490756158,"(2, 11848)",True,True,True,1,1490,,,,,False
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,btc_eth_funding_rate_avg,hy_spread_daily_chg + ig_spread_daily_chg,btc_eth_funding_rate_avg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,1.8787927721285143,0.15281994110400116,"(2, 11848)",False,False,False,1,1490,,,,,False
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,hy_spread_daily_chg,stablecoin_supply_daily_log_chg,hy_spread_daily_chg,stablecoin_supply_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,2.9837406023685844,0.08412211172173095,"(1, 17724)",True,False,False,1,1490,,,,,False
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,ig_spread_daily_chg,stablecoin_supply_daily_log_chg,ig_spread_daily_chg,stablecoin_supply_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,4.6115826812260625,0.03177023057191715,"(1, 17724)",True,True,False,1,1490,,,,,False
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,hy_spread_daily_chg,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg,stablecoin_exchange_netflow_scaled,crypto_to_risk,individual,granger_causality_f_test,0.19686477648691383,0.6572689154274542,"(1, 17724)",False,False,False,1,1490,,,,,False
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,crypto_to_risk,individual,granger_causality_f_test,0.6669705043106323,0.41412080168751186,"(1, 17724)",False,False,False,1,1490,,,,,False
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,hy_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,0.10902342547300042,0.7412626052654003,"(1, 17724)",False,False,False,1,1490,,,,,False
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,0.6195431206250186,0.431227640554785,"(1, 17724)",False,False,False,1,1490,,,,,False
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,hy_spread_daily_chg,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg,btc_eth_open_interest_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,0.2396839097658419,0.6244405639940771,"(1, 17724)",False,False,False,1,1490,,,,,False
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.7256370550179765,0.18898604979924685,"(1, 17724)",False,False,False,1,1490,,,,,False
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,hy_spread_daily_chg,btc_eth_funding_rate_avg,hy_spread_daily_chg,btc_eth_funding_rate_avg,crypto_to_risk,individual,granger_causality_f_test,5.407643018095956,0.02005999636027727,"(1, 17724)",True,True,False,1,1490,,,,,False
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,ig_spread_daily_chg,btc_eth_funding_rate_avg,ig_spread_daily_chg,btc_eth_funding_rate_avg,crypto_to_risk,individual,granger_causality_f_test,6.598231837505816,0.010216119222939381,"(1, 17724)",True,True,False,1,1490,,,,,False
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.0564236407957381,0.3040463154751457,"(1, 17724)",False,False,False,1,1490,,,,,False
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,2.1444764426911322,0.14310157725571213,"(1, 17724)",False,False,False,1,1490,,,,,False
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,hy_spread_daily_chg,stablecoin_supply_daily_log_chg + stablecoin_exchange_netflow_scaled + stablecoin_exchange_reserve_daily_log_chg + btc_eth_open_interest_daily_log_chg + btc_eth_funding_rate_avg + tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,"stablecoin_supply_daily_log_chg, stablecoin_exchange_netflow_scaled, stablecoin_exchange_reserve_daily_log_chg, btc_eth_open_interest_daily_log_chg, btc_eth_funding_rate_avg, tradingVol_btc+eth_daily_log_chg",crypto_to_risk,joint_crypto_group,granger_causality_f_test,1.4980992667844524,0.1742918173823597,"(6, 17724)",False,False,False,1,1490,,,,,False
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,ig_spread_daily_chg,stablecoin_supply_daily_log_chg + stablecoin_exchange_netflow_scaled + stablecoin_exchange_reserve_daily_log_chg + btc_eth_open_interest_daily_log_chg + btc_eth_funding_rate_avg + tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,"stablecoin_supply_daily_log_chg, stablecoin_exchange_netflow_scaled, stablecoin_exchange_reserve_daily_log_chg, btc_eth_open_interest_daily_log_chg, btc_eth_funding_rate_avg, tradingVol_btc+eth_daily_log_chg",crypto_to_risk,joint_crypto_group,granger_causality_f_test,2.16010661088955,0.04371801105086561,"(6, 17724)",True,True,False,1,1490,,,,,False
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,stablecoin_supply_daily_log_chg,hy_spread_daily_chg,stablecoin_supply_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,9.2957130543074,0.0023002937074025616,"(1, 17724)",True,True,True,1,1490,,,,,False
