specification,analysis_group,sample_type,lag_criterion,candidate_lag,aic,bic,hqic,fpe,nobs,df_resid,fit_error,selected_by_aic,selected_by_bic,selected_by_hqic,selected_by_fpe,selected_for_model,selection_criterion,maximum_lag_considered,common_selection_sample
primary_bic_stablecoin_supply_daily_log_chg,primary,common_business_day,bic,1,-56.71159576379695,-56.51117275393942,-56.6368832851372,2.346752122357151e-25,1481,1473,,False,True,False,False,True,bic,10,True
primary_bic_stablecoin_supply_daily_log_chg,primary,common_business_day,bic,2,-56.82616309407288,-56.45036995059002,-56.686077196585856,2.0927292590831237e-25,1481,1466,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_supply_daily_log_chg,primary,common_business_day,bic,3,-56.88752157526707,-56.33635829815888,-56.68206225895277,1.968203206684719e-25,1481,1459,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_supply_daily_log_chg,primary,common_business_day,bic,4,-56.99995289039761,-56.27341947966407,-56.72912015525602,1.758936702577162e-25,1481,1452,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_supply_daily_log_chg,primary,common_business_day,bic,5,-57.05497593549358,-56.153072391134714,-56.71876978152471,1.6648223816033884e-25,1481,1445,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_supply_daily_log_chg,primary,common_business_day,bic,6,-57.13480065336949,-56.05752697538528,-56.733221080573344,1.5371667520265392e-25,1481,1438,,False,False,True,False,False,bic,10,True
primary_bic_stablecoin_supply_daily_log_chg,primary,common_business_day,bic,7,-57.12239373980686,-55.86974992819732,-56.65544074818344,1.556458869142734e-25,1481,1431,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_supply_daily_log_chg,primary,common_business_day,bic,8,-57.14309632967115,-55.71508238443627,-56.61076991922045,1.5246994118875543e-25,1481,1424,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_supply_daily_log_chg,primary,common_business_day,bic,9,-57.159803516143974,-55.556419437283765,-56.562103686865996,1.4996036386532518e-25,1481,1417,,False,False,False,True,False,bic,10,True
primary_bic_stablecoin_supply_daily_log_chg,primary,common_business_day,bic,10,-57.159896938871825,-55.38114272638628,-56.49682369076656,1.4996702909798295e-25,1481,1410,,True,False,False,False,False,bic,10,True
lag_robustness_aic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,aic,1,-56.71159576379695,-56.51117275393942,-56.6368832851372,2.346752122357151e-25,1481,1473,,False,True,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,aic,2,-56.82616309407288,-56.45036995059002,-56.686077196585856,2.0927292590831237e-25,1481,1466,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,aic,3,-56.88752157526707,-56.33635829815888,-56.68206225895277,1.968203206684719e-25,1481,1459,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,aic,4,-56.99995289039761,-56.27341947966407,-56.72912015525602,1.758936702577162e-25,1481,1452,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,aic,5,-57.05497593549358,-56.153072391134714,-56.71876978152471,1.6648223816033884e-25,1481,1445,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,aic,6,-57.13480065336949,-56.05752697538528,-56.733221080573344,1.5371667520265392e-25,1481,1438,,False,False,True,False,False,aic,10,True
lag_robustness_aic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,aic,7,-57.12239373980686,-55.86974992819732,-56.65544074818344,1.556458869142734e-25,1481,1431,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,aic,8,-57.14309632967115,-55.71508238443627,-56.61076991922045,1.5246994118875543e-25,1481,1424,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,aic,9,-57.159803516143974,-55.556419437283765,-56.562103686865996,1.4996036386532518e-25,1481,1417,,False,False,False,True,False,aic,10,True
lag_robustness_aic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,aic,10,-57.159896938871825,-55.38114272638628,-56.49682369076656,1.4996702909798295e-25,1481,1410,,True,False,False,False,True,aic,10,True
lag_robustness_hqic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,hqic,1,-56.71159576379695,-56.51117275393942,-56.6368832851372,2.346752122357151e-25,1481,1473,,False,True,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,hqic,2,-56.82616309407288,-56.45036995059002,-56.686077196585856,2.0927292590831237e-25,1481,1466,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,hqic,3,-56.88752157526707,-56.33635829815888,-56.68206225895277,1.968203206684719e-25,1481,1459,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,hqic,4,-56.99995289039761,-56.27341947966407,-56.72912015525602,1.758936702577162e-25,1481,1452,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,hqic,5,-57.05497593549358,-56.153072391134714,-56.71876978152471,1.6648223816033884e-25,1481,1445,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,hqic,6,-57.13480065336949,-56.05752697538528,-56.733221080573344,1.5371667520265392e-25,1481,1438,,False,False,True,False,True,hqic,10,True
lag_robustness_hqic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,hqic,7,-57.12239373980686,-55.86974992819732,-56.65544074818344,1.556458869142734e-25,1481,1431,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,hqic,8,-57.14309632967115,-55.71508238443627,-56.61076991922045,1.5246994118875543e-25,1481,1424,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,hqic,9,-57.159803516143974,-55.556419437283765,-56.562103686865996,1.4996036386532518e-25,1481,1417,,False,False,False,True,False,hqic,10,True
lag_robustness_hqic_stablecoin_supply_daily_log_chg,lag_robustness,common_business_day,hqic,10,-57.159896938871825,-55.38114272638628,-56.49682369076656,1.4996702909798295e-25,1481,1410,,True,False,False,False,False,hqic,10,True
primary_bic_stablecoin_exchange_netflow_scaled,primary,common_business_day,bic,1,-56.082965697011595,-55.88254268715407,-56.00825321835185,4.400254426255114e-25,1481,1473,,False,True,True,False,True,bic,10,True
primary_bic_stablecoin_exchange_netflow_scaled,primary,common_business_day,bic,2,-56.118780616778636,-55.74298747329578,-55.97869471929161,4.245465859960868e-25,1481,1466,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_netflow_scaled,primary,common_business_day,bic,3,-56.13428520782187,-55.58312193071367,-55.928825891507564,4.180192993539324e-25,1481,1459,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_netflow_scaled,primary,common_business_day,bic,4,-56.22611831010232,-55.499584899368784,-55.95528557496073,3.8134872548860503e-25,1481,1452,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_netflow_scaled,primary,common_business_day,bic,5,-56.25072045130051,-55.34881690694164,-55.91451429733164,3.720931068573336e-25,1481,1445,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_netflow_scaled,primary,common_business_day,bic,6,-56.31303253093146,-55.23575885294725,-55.911452958135314,3.4963133087808266e-25,1481,1438,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_netflow_scaled,primary,common_business_day,bic,7,-56.299342173992855,-55.04669836238332,-55.83238918236943,3.544740129683411e-25,1481,1431,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_netflow_scaled,primary,common_business_day,bic,8,-56.299304437428546,-54.871290492193666,-55.766978026977846,3.545180856087847e-25,1481,1424,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_netflow_scaled,primary,common_business_day,bic,9,-56.31522210607387,-54.71183802721366,-55.71752227679589,3.4895829913731333e-25,1481,1417,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_netflow_scaled,primary,common_business_day,bic,10,-56.33035403621779,-54.551599823732246,-55.66728078811253,3.4376502825183985e-25,1481,1410,,True,False,False,True,False,bic,10,True
lag_robustness_aic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,aic,1,-56.082965697011595,-55.88254268715407,-56.00825321835185,4.400254426255114e-25,1481,1473,,False,True,True,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,aic,2,-56.118780616778636,-55.74298747329578,-55.97869471929161,4.245465859960868e-25,1481,1466,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,aic,3,-56.13428520782187,-55.58312193071367,-55.928825891507564,4.180192993539324e-25,1481,1459,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,aic,4,-56.22611831010232,-55.499584899368784,-55.95528557496073,3.8134872548860503e-25,1481,1452,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,aic,5,-56.25072045130051,-55.34881690694164,-55.91451429733164,3.720931068573336e-25,1481,1445,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,aic,6,-56.31303253093146,-55.23575885294725,-55.911452958135314,3.4963133087808266e-25,1481,1438,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,aic,7,-56.299342173992855,-55.04669836238332,-55.83238918236943,3.544740129683411e-25,1481,1431,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,aic,8,-56.299304437428546,-54.871290492193666,-55.766978026977846,3.545180856087847e-25,1481,1424,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,aic,9,-56.31522210607387,-54.71183802721366,-55.71752227679589,3.4895829913731333e-25,1481,1417,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,aic,10,-56.33035403621779,-54.551599823732246,-55.66728078811253,3.4376502825183985e-25,1481,1410,,True,False,False,True,True,aic,10,True
lag_robustness_hqic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,hqic,1,-56.082965697011595,-55.88254268715407,-56.00825321835185,4.400254426255114e-25,1481,1473,,False,True,True,False,True,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,hqic,2,-56.118780616778636,-55.74298747329578,-55.97869471929161,4.245465859960868e-25,1481,1466,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,hqic,3,-56.13428520782187,-55.58312193071367,-55.928825891507564,4.180192993539324e-25,1481,1459,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,hqic,4,-56.22611831010232,-55.499584899368784,-55.95528557496073,3.8134872548860503e-25,1481,1452,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,hqic,5,-56.25072045130051,-55.34881690694164,-55.91451429733164,3.720931068573336e-25,1481,1445,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,hqic,6,-56.31303253093146,-55.23575885294725,-55.911452958135314,3.4963133087808266e-25,1481,1438,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,hqic,7,-56.299342173992855,-55.04669836238332,-55.83238918236943,3.544740129683411e-25,1481,1431,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,hqic,8,-56.299304437428546,-54.871290492193666,-55.766978026977846,3.545180856087847e-25,1481,1424,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,hqic,9,-56.31522210607387,-54.71183802721366,-55.71752227679589,3.4895829913731333e-25,1481,1417,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_netflow_scaled,lag_robustness,common_business_day,hqic,10,-56.33035403621779,-54.551599823732246,-55.66728078811253,3.4376502825183985e-25,1481,1410,,True,False,False,True,False,hqic,10,True
primary_bic_stablecoin_exchange_reserve_daily_log_chg,primary,common_business_day,bic,1,-53.92849065470576,-53.72806764484824,-53.85377817604601,3.794498720689513e-24,1481,1473,,False,True,True,False,True,bic,10,True
primary_bic_stablecoin_exchange_reserve_daily_log_chg,primary,common_business_day,bic,2,-53.96517275181455,-53.58937960833169,-53.82508685432752,3.657845558701305e-24,1481,1466,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_reserve_daily_log_chg,primary,common_business_day,bic,3,-53.97991625445879,-53.4287529773506,-53.77445693814449,3.604349377149709e-24,1481,1459,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_reserve_daily_log_chg,primary,common_business_day,bic,4,-54.07189639484827,-53.34536298411473,-53.80106365970668,3.2876758375228636e-24,1481,1452,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_reserve_daily_log_chg,primary,common_business_day,bic,5,-54.09806030243748,-53.196156758078615,-53.761854148468615,3.202875436026689e-24,1481,1445,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_reserve_daily_log_chg,primary,common_business_day,bic,6,-54.162313524101954,-53.085039846117745,-53.76073395130581,3.0036943673439324e-24,1481,1438,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_reserve_daily_log_chg,primary,common_business_day,bic,7,-54.15040599144283,-52.89776217983329,-53.68345299981941,3.039873615480624e-24,1481,1431,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_reserve_daily_log_chg,primary,common_business_day,bic,8,-54.15065525789636,-52.72264131266148,-53.61832884744566,3.039379134395015e-24,1481,1424,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_reserve_daily_log_chg,primary,common_business_day,bic,9,-54.165843821678344,-52.562459742818135,-53.568143992400366,2.99389565423186e-24,1481,1417,,False,False,False,False,False,bic,10,True
primary_bic_stablecoin_exchange_reserve_daily_log_chg,primary,common_business_day,bic,10,-54.178613227006984,-52.39985901452144,-53.51553997890172,2.9563159947210264e-24,1481,1410,,True,False,False,True,False,bic,10,True
lag_robustness_aic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,aic,1,-53.92849065470576,-53.72806764484824,-53.85377817604601,3.794498720689513e-24,1481,1473,,False,True,True,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,aic,2,-53.96517275181455,-53.58937960833169,-53.82508685432752,3.657845558701305e-24,1481,1466,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,aic,3,-53.97991625445879,-53.4287529773506,-53.77445693814449,3.604349377149709e-24,1481,1459,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,aic,4,-54.07189639484827,-53.34536298411473,-53.80106365970668,3.2876758375228636e-24,1481,1452,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,aic,5,-54.09806030243748,-53.196156758078615,-53.761854148468615,3.202875436026689e-24,1481,1445,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,aic,6,-54.162313524101954,-53.085039846117745,-53.76073395130581,3.0036943673439324e-24,1481,1438,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,aic,7,-54.15040599144283,-52.89776217983329,-53.68345299981941,3.039873615480624e-24,1481,1431,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,aic,8,-54.15065525789636,-52.72264131266148,-53.61832884744566,3.039379134395015e-24,1481,1424,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,aic,9,-54.165843821678344,-52.562459742818135,-53.568143992400366,2.99389565423186e-24,1481,1417,,False,False,False,False,False,aic,10,True
lag_robustness_aic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,aic,10,-54.178613227006984,-52.39985901452144,-53.51553997890172,2.9563159947210264e-24,1481,1410,,True,False,False,True,True,aic,10,True
lag_robustness_hqic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,hqic,1,-53.92849065470576,-53.72806764484824,-53.85377817604601,3.794498720689513e-24,1481,1473,,False,True,True,False,True,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,hqic,2,-53.96517275181455,-53.58937960833169,-53.82508685432752,3.657845558701305e-24,1481,1466,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,hqic,3,-53.97991625445879,-53.4287529773506,-53.77445693814449,3.604349377149709e-24,1481,1459,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,hqic,4,-54.07189639484827,-53.34536298411473,-53.80106365970668,3.2876758375228636e-24,1481,1452,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,hqic,5,-54.09806030243748,-53.196156758078615,-53.761854148468615,3.202875436026689e-24,1481,1445,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,hqic,6,-54.162313524101954,-53.085039846117745,-53.76073395130581,3.0036943673439324e-24,1481,1438,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,hqic,7,-54.15040599144283,-52.89776217983329,-53.68345299981941,3.039873615480624e-24,1481,1431,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,hqic,8,-54.15065525789636,-52.72264131266148,-53.61832884744566,3.039379134395015e-24,1481,1424,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,hqic,9,-54.165843821678344,-52.562459742818135,-53.568143992400366,2.99389565423186e-24,1481,1417,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_stablecoin_exchange_reserve_daily_log_chg,lag_robustness,common_business_day,hqic,10,-54.178613227006984,-52.39985901452144,-53.51553997890172,2.9563159947210264e-24,1481,1410,,True,False,False,True,False,hqic,10,True
primary_bic_btc_eth_open_interest_daily_log_chg,primary,common_business_day,bic,1,-53.08071365667081,-52.88029064681328,-53.00600117801106,8.858073568184192e-24,1481,1473,,False,True,True,False,True,bic,10,True
primary_bic_btc_eth_open_interest_daily_log_chg,primary,common_business_day,bic,2,-53.141714827463474,-52.765921683980615,-53.00162892997645,8.333905995351419e-24,1481,1466,,False,False,False,False,False,bic,10,True
primary_bic_btc_eth_open_interest_daily_log_chg,primary,common_business_day,bic,3,-53.17017339431038,-52.61901011720219,-52.96471407799608,8.100162609238021e-24,1481,1459,,False,False,False,False,False,bic,10,True
primary_bic_btc_eth_open_interest_daily_log_chg,primary,common_business_day,bic,4,-53.24669088610616,-52.52015747537262,-52.97585815096457,7.503626158611809e-24,1481,1452,,False,False,False,False,False,bic,10,True
primary_bic_btc_eth_open_interest_daily_log_chg,primary,common_business_day,bic,5,-53.26846523505393,-52.366561690695065,-52.932259081085064,7.342240545460742e-24,1481,1445,,False,False,False,False,False,bic,10,True
primary_bic_btc_eth_open_interest_daily_log_chg,primary,common_business_day,bic,6,-53.35167687205958,-52.27440319407537,-52.95009729926343,6.756328619335326e-24,1481,1438,,False,False,False,False,False,bic,10,True
primary_bic_btc_eth_open_interest_daily_log_chg,primary,common_business_day,bic,7,-53.33669875623965,-52.08405494463011,-52.869745764616226,6.858736052821433e-24,1481,1431,,False,False,False,False,False,bic,10,True
primary_bic_btc_eth_open_interest_daily_log_chg,primary,common_business_day,bic,8,-53.33473191365431,-51.90671796841943,-52.80240550320361,6.872834462734125e-24,1481,1424,,False,False,False,False,False,bic,10,True
primary_bic_btc_eth_open_interest_daily_log_chg,primary,common_business_day,bic,9,-53.356809565821386,-51.75342548696118,-52.75910973654341,6.723505629853201e-24,1481,1417,,False,False,False,False,False,bic,10,True
primary_bic_btc_eth_open_interest_daily_log_chg,primary,common_business_day,bic,10,-53.36174907682267,-51.582994864337124,-52.698675828717406,6.691299142483543e-24,1481,1410,,True,False,False,True,False,bic,10,True
lag_robustness_aic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,aic,1,-53.08071365667081,-52.88029064681328,-53.00600117801106,8.858073568184192e-24,1481,1473,,False,True,True,False,False,aic,10,True
lag_robustness_aic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,aic,2,-53.141714827463474,-52.765921683980615,-53.00162892997645,8.333905995351419e-24,1481,1466,,False,False,False,False,False,aic,10,True
lag_robustness_aic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,aic,3,-53.17017339431038,-52.61901011720219,-52.96471407799608,8.100162609238021e-24,1481,1459,,False,False,False,False,False,aic,10,True
lag_robustness_aic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,aic,4,-53.24669088610616,-52.52015747537262,-52.97585815096457,7.503626158611809e-24,1481,1452,,False,False,False,False,False,aic,10,True
lag_robustness_aic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,aic,5,-53.26846523505393,-52.366561690695065,-52.932259081085064,7.342240545460742e-24,1481,1445,,False,False,False,False,False,aic,10,True
lag_robustness_aic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,aic,6,-53.35167687205958,-52.27440319407537,-52.95009729926343,6.756328619335326e-24,1481,1438,,False,False,False,False,False,aic,10,True
lag_robustness_aic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,aic,7,-53.33669875623965,-52.08405494463011,-52.869745764616226,6.858736052821433e-24,1481,1431,,False,False,False,False,False,aic,10,True
lag_robustness_aic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,aic,8,-53.33473191365431,-51.90671796841943,-52.80240550320361,6.872834462734125e-24,1481,1424,,False,False,False,False,False,aic,10,True
lag_robustness_aic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,aic,9,-53.356809565821386,-51.75342548696118,-52.75910973654341,6.723505629853201e-24,1481,1417,,False,False,False,False,False,aic,10,True
lag_robustness_aic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,aic,10,-53.36174907682267,-51.582994864337124,-52.698675828717406,6.691299142483543e-24,1481,1410,,True,False,False,True,True,aic,10,True
lag_robustness_hqic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,hqic,1,-53.08071365667081,-52.88029064681328,-53.00600117801106,8.858073568184192e-24,1481,1473,,False,True,True,False,True,hqic,10,True
lag_robustness_hqic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,hqic,2,-53.141714827463474,-52.765921683980615,-53.00162892997645,8.333905995351419e-24,1481,1466,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,hqic,3,-53.17017339431038,-52.61901011720219,-52.96471407799608,8.100162609238021e-24,1481,1459,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,hqic,4,-53.24669088610616,-52.52015747537262,-52.97585815096457,7.503626158611809e-24,1481,1452,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,hqic,5,-53.26846523505393,-52.366561690695065,-52.932259081085064,7.342240545460742e-24,1481,1445,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,hqic,6,-53.35167687205958,-52.27440319407537,-52.95009729926343,6.756328619335326e-24,1481,1438,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,hqic,7,-53.33669875623965,-52.08405494463011,-52.869745764616226,6.858736052821433e-24,1481,1431,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,hqic,8,-53.33473191365431,-51.90671796841943,-52.80240550320361,6.872834462734125e-24,1481,1424,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,hqic,9,-53.356809565821386,-51.75342548696118,-52.75910973654341,6.723505629853201e-24,1481,1417,,False,False,False,False,False,hqic,10,True
lag_robustness_hqic_btc_eth_open_interest_daily_log_chg,lag_robustness,common_business_day,hqic,10,-53.36174907682267,-51.582994864337124,-52.698675828717406,6.691299142483543e-24,1481,1410,,True,False,False,True,False,hqic,10,True
primary_bic_btc_eth_funding_rate_avg,primary,common_business_day,bic,1,-55.219713453211774,-55.01929044335425,-55.145000974552026,1.0432381839228058e-24,1481,1473,,False,True,False,False,True,bic,10,True
primary_bic_btc_eth_funding_rate_avg,primary,common_business_day,bic,2,-55.37221058824342,-54.99641744476056,-55.23212469075639,8.956876716720419e-25,1481,1466,,False,False,False,False,False,bic,10,True
primary_bic_btc_eth_funding_rate_avg,primary,common_business_day,bic,3,-55.397501836174364,-54.84633855906617,-55.19204251986006,8.733278014152417e-25,1481,1459,,False,False,False,False,False,bic,10,True
primary_bic_btc_eth_funding_rate_avg,primary,common_business_day,bic,4,-55.52935321221033,-54.802819801476794,-55.25852047706874,7.6546182492710475e-25,1481,1452,,False,False,True,False,False,bic,10,True
primary_bic_btc_eth_funding_rate_avg,primary,common_business_day,bic,5,-55.57528224620274,-54.67337870184387,-55.23907609223387,7.311234438327968e-25,1481,1445,,False,False,False,False,False,bic,10,True
primary_bic_btc_eth_funding_rate_avg,primary,common_business_day,bic,6,-55.64226965268949,-54.56499597470528,-55.24069007989335,6.837840403072883e-25,1481,1438,,False,False,False,False,False,bic,10,True
primary_bic_btc_eth_funding_rate_avg,primary,common_business_day,bic,7,-55.64343927869901,-54.390795467089475,-55.17648628707559,6.830294193928803e-25,1481,1431,,False,False,False,False,False,bic,10,True
primary_bic_btc_eth_funding_rate_avg,primary,common_business_day,bic,8,-55.643321833338675,-54.215307888103794,-55.110995422887974,6.831687945405044e-25,1481,1424,,False,False,False,False,False,bic,10,True
primary_bic_btc_eth_funding_rate_avg,primary,common_business_day,bic,9,-55.658688511042065,-54.055304432181856,-55.06098868176409,6.728255095097737e-25,1481,1417,,False,False,False,False,False,bic,10,True
